Ref_Date,GEO,Geographical classification,FUEL,Vector,Coordinate,Value
1981/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,35.3
1981/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,37.1
1981/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,37.6
1981/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,38.6
1981/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,40.7
1981/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,41.1
1981/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,41.1
1981/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,42.6
1981/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,43.0
1981/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,43.0
1981/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,50.6
1982/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,50.7
1982/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,50.7
1982/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,51.2
1982/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,51.9
1982/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.5
1982/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.3
1982/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.0
1982/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.4
1982/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.7
1982/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.1
1982/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1982/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.0
1983/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.7
1983/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,50.4
1983/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.6
1983/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.4
1983/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.1
1983/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.9
1983/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.9
1983/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1983/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.3
1983/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.3
1983/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.2
1983/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.7
1984/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.7
1984/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.6
1984/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1984/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.9
1984/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.8
1984/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.9
1984/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.6
1984/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.3
1984/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1984/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.3
1984/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1984/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.9
1985/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.7
1985/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1985/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.1
1985/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.6
1985/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1985/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.1
1985/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.4
1985/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.8
1985/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.4
1985/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
1985/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.6
1985/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.9
1986/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.2
1986/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.7
1986/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.6
1986/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.2
1986/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.3
1986/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.6
1986/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.5
1986/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.3
1986/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,51.6
1986/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,51.2
1986/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.8
1986/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.1
1987/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.7
1987/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.0
1987/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.6
1987/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.6
1987/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1987/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.0
1987/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.0
1987/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1987/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.9
1987/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1987/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.7
1987/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.5
1988/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1988/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.7
1988/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.6
1988/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.9
1988/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.8
1988/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.6
1988/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.9
1988/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.1
1988/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.8
1988/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.8
1988/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.9
1988/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.9
1989/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.8
1989/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,53.3
1989/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.3
1989/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.7
1989/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.6
1989/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1989/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.9
1989/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.5
1989/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1989/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1989/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.0
1989/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.1
1990/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
1990/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1990/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.6
1990/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.4
1990/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.4
1990/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.2
1990/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.6
1990/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.3
1990/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.4
1990/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,66.4
1990/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,67.7
1990/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,70.4
1991/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,71.9
1991/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,67.1
1991/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.8
1991/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.6
1991/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.9
1991/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.0
1991/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.9
1991/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.4
1991/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,66.2
1991/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,66.1
1991/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.4
1991/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1992/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,64.5
1992/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.2
1992/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.8
1992/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.9
1992/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.0
1992/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.6
1992/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.7
1992/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.8
1992/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.7
1992/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.5
1992/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.2
1992/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.5
1993/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.1
1993/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
1993/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.2
1993/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.1
1993/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1993/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.8
1993/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.4
1993/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.4
1993/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1993/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
1993/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.4
1993/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.7
1994/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.4
1994/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.9
1994/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.4
1994/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.0
1994/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.5
1994/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1994/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.9
1994/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.1
1994/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.3
1994/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.8
1994/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.1
1994/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.3
1995/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.6
1995/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.2
1995/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1995/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.9
1995/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.4
1995/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.0
1995/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.5
1995/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.8
1995/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
1995/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.9
1995/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1995/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.9
1996/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.2
1996/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.7
1996/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.4
1996/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.4
1996/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,68.7
1996/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,65.8
1996/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.3
1996/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.0
1996/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.5
1996/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.9
1996/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.7
1996/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.0
1997/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,63.8
1997/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,65.0
1997/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.8
1997/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.8
1997/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.1
1997/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.0
1997/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.7
1997/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.8
1997/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,64.2
1997/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,61.9
1997/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.0
1997/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.3
1998/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1998/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.4
1998/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.9
1998/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.7
1998/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.5
1998/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.8
1998/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.1
1998/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,55.1
1998/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.3
1998/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.3
1998/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,56.1
1998/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,52.5
1999/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.9
1999/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,54.2
1999/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.0
1999/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,60.6
1999/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,59.8
1999/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,57.8
1999/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.6
1999/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,69.1
1999/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,65.0
1999/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,69.7
1999/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,67.3
1999/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,67.2
2000/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,65.6
2000/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,72.2
2000/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,76.0
2000/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,67.1
2000/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,68.4
2000/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.0
2000/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,74.0
2000/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,71.2
2000/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.5
2000/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,74.2
2000/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,78.1
2000/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,73.9
2001/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,77.0
2001/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,77.5
2001/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,78.7
2001/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,81.5
2001/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,85.8
2001/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,80.3
2001/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,69.9
2001/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,72.4
2001/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.6
2001/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,72.9
2001/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,64.3
2001/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,58.1
2002/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,62.5
2002/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,64.3
2002/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,70.6
2002/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.3
2002/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.9
2002/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,73.7
2002/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,73.7
2002/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.9
2002/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,76.9
2002/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,77.6
2002/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.0
2002/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,71.5
2003/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,78.0
2003/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,85.9
2003/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,87.2
2003/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,78.7
2003/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,72.4
2003/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,73.6
2003/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,75.9
2003/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,82.7
2003/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,80.4
2003/10,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,76.7
2003/11,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,72.0
2003/12,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,74.1
2004/01,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,78.9
2004/02,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,82.6
2004/03,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,85.4
2004/04,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,84.5
2004/05,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,96.4
2004/06,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,92.5
2004/07,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,90.5
2004/08,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,88.2
2004/09,"Québec, Quebec",24421,Regular unleaded gasoline at full service filling stations,v735059,6.1,87.5
